Selected_Model,Estimator_Family,Selection_Type,Training_Rows,Original_Feature_Count,Processed_Feature_Count,Best_C,Best_l1_ratio,Best_class_weight,Best_CV_PR_AUC,Best_CV_PR_AUC_SD,Best_Train_PR_AUC,Best_CV_ROC_AUC,Best_CV_Precision_Class_1,Best_CV_Recall_Class_1,Best_CV_F1_Class_1,Best_CV_F1_Macro,Best_CV_Accuracy,Search_Elapsed_Seconds,Search_Convergence_Warning_Count,Search_Warning_Source,Selected_Model_n_iter,Selected_Model_max_iter,Selected_Model_Converged,Parameter_Combinations,CV_Folds,Expected_CV_Fits,Refit_Metric,Train_Index_SHA256,Test_Index_SHA256_Verified,Test_Index_Target_SHA256_Verified,Threshold,Threshold_Tuning_Applied,Resampling_Applied,Test_Prediction_Performed,Test_Scoring_Performed,Test_Set_Evaluation_Performed,Model_Locked
Logistic Regression | Tuned,LogisticRegression,Relative Best Candidate,9200,13,63,0.1,1.0,balanced,0.17563170864503708,0.004988225527849772,0.1945104516063132,0.5055749736989897,0.1733365608546081,0.46477656855470356,0.25198794701532645,0.4564133515429427,0.5344565217391304,847.9337475000011,9,Prior complete GridSearch execution record,853,5000,True,28,5,140,PR-AUC / Average Precision,2a65b88578b71485ef9559950f6069877d61c5c3f3ffeb3656979fc2bcd75cde,034a9fd4772d45bcf9c2ed853d15007bf9897c23802e796d4965bce07d929327,1ef81caa891a14d6de88a878f0ddfaccb4b5d974ba9c6cdf69267b97a1398c7e,Default model threshold,False,False,False,False,False,True
